No,Nom,Année,URL,URL-image,Type,Pays,Volume,Prix txt,Prix
9361,Tormaresca Trentangeli 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/tormaresca-trentangeli-2010/11355843,http://s7d9.scene7.com/is/image/SAQ/11355843-1,Vin rouge,Italie,750 ml,"23,25 $",23.25
9362,Tormentoso Shiraz / Mourvèdre 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/tormentoso-shiraz--mourvedre-2011/10679336,http://s7d9.scene7.com/is/image/SAQ/10679336-1,Vin rouge,Afrique du Sud,750 ml,"17,25 $",17.25
9363,Torracia 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/torracia-2011/860940,http://s7d9.scene7.com/is/image/SAQ/860940-1,Vin rouge,France,750 ml,"19,70 $",19.7
9364,Torre Muga 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/torre-muga-2010/11168183,http://s7d9.scene7.com/is/image/SAQ/11168183-1,Vin rouge,Espagne,750 ml,"76,50 $",76.5
9365,Torres Celeste Crianza 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/torres-celeste-crianza-2010/11326946,http://s7d9.scene7.com/is/image/SAQ/11326946-1,Vin rouge,Espagne,"1,5 L","43,25 $",43.25
9366,Torres Fransola 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/torres-fransola-2012/12032683,http://s7d9.scene7.com/is/image/SAQ/12032683-1,Vin blanc,Espagne,750 ml,"27,60 $",27.6
9367,Torres Gran Coronas Reserva 2007,2007,http://www.saq.com/page/fr/saqcom/vin-rouge/torres-gran-coronas-reserva-2007/928812,http://s7d9.scene7.com/is/image/SAQ/928812-1,Vin rouge,Espagne,"1,5 L","42,00 $",42.0
9368,Torres Gran Sangre De Toro 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/torres-gran-sangre-de-toro-2011/928184,http://s7d9.scene7.com/is/image/SAQ/928184-1,Vin rouge,Espagne,750 ml,"18,70 $",18.7
9369,Torres Laudis 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/torres-laudis-2012/12117513,http://s7d9.scene7.com/is/image/SAQ/12117513-1,Vin rouge,Espagne,750 ml,"25,30 $",25.3
9370,Torres Mas Borràs Pinot Noir 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/torres-mas-borras-pinot-noir-2011/856039,http://s7d9.scene7.com/is/image/SAQ/856039-1,Vin rouge,Espagne,750 ml,"34,50 $",34.5
9371,Torres Mas La Plana 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/torres-mas-la-plana-2009/10796410,http://s7d9.scene7.com/is/image/SAQ/10796410-1,Vin rouge,Espagne,750 ml,"57,75 $",57.75
9372,Torres Perpetual 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/torres-perpetual-2011/11463924,http://s7d9.scene7.com/is/image/SAQ/11463924-1,Vin rouge,Espagne,750 ml,"48,00 $",48.0
9373,Torres Sangre de Toro 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rose/torres-sangre-de-toro-2013/11278112,http://s7d9.scene7.com/is/image/SAQ/11278112-1,Vin rosé,Espagne,750 ml,"13,85 $",13.85
9374,Torres Vina Sol,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/torres-vina-sol/11254727,http://s7d9.scene7.com/is/image/SAQ/11254727-1,Vin blanc,Espagne,375 ml,"6,35 $",6.35
9375,Torrevento Vigna Pedale Riserva 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/torrevento-vigna-pedale-riserva-2009/11873704,http://s7d9.scene7.com/is/image/SAQ/11873704-1,Vin rouge,Italie,750 ml,"22,20 $",22.2
9376,Torus Pacherenc du Vic-Bilh 2010,2010,http://www.saq.com/page/fr/saqcom/vin-blanc/torus-pacherenc-du-vic-bilh-2010/11098314,http://s7d9.scene7.com/is/image/SAQ/11098314-1,Vin blanc,France,750 ml,"17,55 $",17.55
9377,Toscanini Tannat Paso Cuello 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/toscanini-tannat-paso-cuello-2011/10294866,http://s7d9.scene7.com/is/image/SAQ/10294866-1,Vin rouge,Uruguay,750 ml,"13,70 $",13.7
9378,Toschi Fragoli,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur-de-fruit/toschi-fragoli/10454882,http://s7d9.scene7.com/is/image/SAQ/10454882-1,Liqueur de fruit (fraises de...,Italie,500 ml,"23,25 $",23.25
9379,Toschi Limoncello,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur-de-fruit/toschi-limoncello/574889,http://s7d9.scene7.com/is/image/SAQ/574889-1,Liqueur de fruit (citron),Italie,700 ml,"22,50 $",22.5
9380,Touma,Inconnue,http://www.saq.com/page/fr/saqcom/arak/touma/884643,http://s7d9.scene7.com/is/image/SAQ/884643-1,Alcool anisé - Arak,Liban,750 ml,"34,75 $",34.75
9381,Tozai Snow Maiden,Inconnue,http://www.saq.com/page/fr/saqcom/sake-junmai/tozai-snow-maiden/12258720,http://s7d9.scene7.com/is/image/SAQ/12258720-1,Saké,Japon,720 ml,"21,60 $",21.6
9382,Trabucchi d'Illasi Amarone della Valpolicella 2006,2006,http://www.saq.com/page/fr/saqcom/vin-rouge/trabucchi-dillasi-amarone-della-valpolicella-2006/11711369,http://s7d9.scene7.com/is/image/SAQ/11711369-1,Vin rouge,Italie,750 ml,"89,00 $",89.0
9383,Trabucchi D’Illasi Terre Di San Colombano 2008,2008,http://www.saq.com/page/fr/saqcom/vin-rouge/trabucchi-dillasi-terre-di-san-colombano-2008/12131981,http://s7d9.scene7.com/is/image/SAQ/12131981-1,Vin rouge,Italie,750 ml,"28,20 $",28.2
9384,Trapet Père & Fils Marsannay 2009,2009,http://www.saq.com/page/fr/saqcom/vin-blanc/trapet-pere--fils-marsannay-2009/12238420,http://s7d9.scene7.com/is/image/SAQ/12238420-1,Vin blanc,France,750 ml,"51,00 $",51.0
9385,Trapiche 2008,2008,http://www.saq.com/page/fr/saqcom/vin-mousseux-rose/trapiche-2008/11104665,http://s7d9.scene7.com/is/image/SAQ/11104665-1,Vin mousseux rosé,Argentine,750 ml,"15,25 $",15.25
9386,Trapiche Bonarda 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/trapiche-bonarda-2011/10394761,http://s7d9.scene7.com/is/image/SAQ/10394761-1,Vin rouge,Argentine,750 ml,"17,20 $",17.2
9387,Trapiche Finca Las Palmas Malbec 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/trapiche-finca-las-palmas-malbec-2011/11602875,http://s7d9.scene7.com/is/image/SAQ/11602875-1,Vin rouge,Argentine,750 ml,"19,45 $",19.45
9388,Trapiche Malbec,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/trapiche-malbec/501551,http://s7d9.scene7.com/is/image/SAQ/501551-1,Vin rouge,Argentine,750 ml,"12,25 $",12.25
9389,Trapiche Vina Domingo F. Sarmiento Malbec 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/trapiche-vina-domingo-f-sarmiento-malbec-2009/11602816,http://s7d9.scene7.com/is/image/SAQ/11602816-1,Vin rouge,Argentine,750 ml,"40,25 $",40.25
9390,Tre Torri 1996,1996,http://www.saq.com/page/fr/saqcom/vin-rouge/tre-torri-1996/209585,http://s7d9.scene7.com/is/image/SAQ/209585-1,Vin rouge,Italie,4 L,"45,25 $",45.25
9391,Tribaut Schloesser Blanc de Chardonnay Brut,Inconnue,http://www.saq.com/page/fr/saqcom/champagne/tribaut-schloesser-blanc-de-chardonnay-brut/12398491,http://s7d9.scene7.com/is/image/SAQ/12398491-1,Champagne,France,750 ml,"36,75 $",36.75
9392,Tribaut Schloesser Cuvée René,Inconnue,http://www.saq.com/page/fr/saqcom/champagne/tribaut-schloesser-cuvee-rene/12470991,http://s7d9.scene7.com/is/image/SAQ/12470991-1,Champagne,France,750 ml,"70,00 $",70.0
9393,Tribaut Schloesser L'Authentique,Inconnue,http://www.saq.com/page/fr/saqcom/champagne/tribaut-schloesser-lauthentique/12471037,http://s7d9.scene7.com/is/image/SAQ/12471037-1,Champagne,France,750 ml,"105,00 $",105.0
9394,Trimbach Gewurztraminer Cuvée des Seigneurs de Ribeaupierre 2007,2007,http://www.saq.com/page/fr/saqcom/vin-blanc/trimbach-gewurztraminer-cuvee-des-seigneurs-de-ribeaupierre-2007/715615,http://s7d9.scene7.com/is/image/SAQ/715615-1,Vin blanc,France,750 ml,"51,00 $",51.0
9395,Trimbach Pinot Blanc 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/trimbach-pinot-blanc-2013/89292,http://s7d9.scene7.com/is/image/SAQ/89292-1,Vin blanc,France,750 ml,"17,95 $",17.95
9396,Trimbach Réserve Pinot Gris 2009,2009,http://www.saq.com/page/fr/saqcom/vin-blanc/trimbach-reserve-pinot-gris-2009/962332,http://s7d9.scene7.com/is/image/SAQ/962332-1,Vin blanc,France,750 ml,"26,35 $",26.35
9397,Trimbach Riesling Cuvée Frédéric Émile 2007,2007,http://www.saq.com/page/fr/saqcom/vin-blanc/trimbach-riesling-cuvee-frederic-emile-2007/713461,http://s7d9.scene7.com/is/image/SAQ/713461-1,Vin blanc,France,750 ml,"53,25 $",53.25
9398,"Trimbach, Trimbach Gewurztraminer Réserv 2007",2007,http://www.saq.com/page/fr/saqcom/vin-blanc/trimbach-trimbach-gewurztraminer-reserv-2007/12196768,http://s7d9.scene7.com/is/image/SAQ/12196768-1,Vin blanc,France,750 ml,"31,50 $",31.5
9399,Trio Reserva Cabernet-Sauvignon / Shiraz / Cabernet Franc 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/trio-reserva-cabernet-sauvignon--shiraz--cabernet-franc-2012/10694528,http://s7d9.scene7.com/is/image/SAQ/10694528-1,Vin rouge,Chili,750 ml,"15,95 $",15.95
9400,Trio Reserva Chardonnay / Pinot Gris / Pinot Blanc 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/trio-reserva-chardonnay--pinot-gris--pinot-blanc-2013/853408,http://s7d9.scene7.com/is/image/SAQ/853408-1,Vin blanc,Chili,750 ml,"15,25 $",15.25
9401,Trio Reserva Sauvignon Blanc 2014,2014,http://www.saq.com/page/fr/saqcom/vin-blanc/trio-reserva-sauvignon-blanc-2014/10327672,http://s7d9.scene7.com/is/image/SAQ/10327672-1,Vin blanc,Chili,750 ml,"15,05 $",15.05
9402,Tripel Karmeliet,Inconnue,http://www.saq.com/page/fr/saqcom/biere-ale/tripel-karmeliet/11106791,http://s7d9.scene7.com/is/image/SAQ/11106791-1,Bière blonde de type Ale,Belgique,330 ml,"3,65 $",3.65
9403,Troika,Inconnue,http://www.saq.com/page/fr/saqcom/vodka/troika/54593,http://s7d9.scene7.com/is/image/SAQ/54593-1,Vodka,Canada,"1,75 L","48,25 $",48.25
9404,Trudeau: Tire-bouchon à deux leviers,Inconnue,http://www.saq.com/page/fr/saqcom/accessoires/trudeau-tire-bouchon-a-deux-leviers/11598571,http://s7d9.scene7.com/is/image/SAQ/11598571-1,Tire-bouchon,Inconnu,NSP,"6,60 $",6.6
9405,Tsantali Maronia Mavroudi 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/tsantali-maronia-mavroudi-2010/12460354,http://s7d9.scene7.com/is/image/SAQ/12460354-1,Vin rouge,Grèce,750 ml,"13,00 $",13.0
9406,Tsantali Maronia Syrah 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/tsantali-maronia-syrah-2009/10249125,http://s7d9.scene7.com/is/image/SAQ/10249125-1,Vin rouge,Grèce,750 ml,"18,50 $",18.5
9407,Tsantali Neméa 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/tsantali-nemea-2012/713602,http://s7d9.scene7.com/is/image/SAQ/713602-1,Vin rouge,Grèce,750 ml,"11,75 $",11.75
9408,Tsilili,Inconnue,http://www.saq.com/page/fr/saqcom/eau-de-vie-de-raisin/tsilili/12157566,http://s7d9.scene7.com/is/image/SAQ/12157566-1,Eau-de-vie de raisin,Grèce,700 ml,"31,25 $",31.25
9409,Tsingtao,Inconnue,http://www.saq.com/page/fr/saqcom/biere-lager/tsingtao/10505854,http://s7d9.scene7.com/is/image/SAQ/10505854-1,Bière blonde de type Lager,Chine,330 ml,"2,30 $",2.3
9410,Tua Rita Gusti di Notri 2008,2008,http://www.saq.com/page/fr/saqcom/vin-rouge/tua-rita-gusti-di-notri-2008/11025609,http://s7d9.scene7.com/is/image/SAQ/11025609-1,Vin rouge,Italie,750 ml,"99,50 $",99.5
9411,Tua Rita Redigaffi 2008,2008,http://www.saq.com/page/fr/saqcom/vin-rouge/tua-rita-redigaffi-2008/11554092,http://s7d9.scene7.com/is/image/SAQ/11554092-1,Vin rouge,Italie,750 ml,"265,00 $",265.0
9412,Tua Rita Rosso dei Notri 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/tua-rita-rosso-dei-notri-2012/10843335,http://s7d9.scene7.com/is/image/SAQ/10843335-1,Vin rouge,Italie,750 ml,"24,70 $",24.7
9413,Tua Rita Rosso Toscana 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/tua-rita-rosso-toscana-2012/11547431,http://s7d9.scene7.com/is/image/SAQ/11547431-1,Vin rouge,Italie,750 ml,"24,85 $",24.85
9414,Tua Rita Syrah 2007,2007,http://www.saq.com/page/fr/saqcom/vin-rouge/tua-rita-syrah-2007/11199668,http://s7d9.scene7.com/is/image/SAQ/11199668-1,Vin rouge,Italie,750 ml,"241,50 $",241.5
9415,Tuaca,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur/tuaca/11588604,http://s7d9.scene7.com/is/image/SAQ/11588604-1,Liqueur aromatisée (vanille ...,Italie,750 ml,"30,75 $",30.75
9416,Turin,Inconnue,http://www.saq.com/page/fr/saqcom/creme/turin/10999401,http://s7d9.scene7.com/is/image/SAQ/10999401-1,Boisson à la crème (chocolat...,Italie,700 ml,"32,00 $",32.0
9417,Turkey Flat Butchers Block Marsanne / Viognier 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/turkey-flat-butchers-block-marsanne--viognier-2013/11155833,http://s7d9.scene7.com/is/image/SAQ/11155833-1,Vin blanc,Australie,750 ml,"22,95 $",22.95
9418,Turkey Flat Butchers Block Shiraz / Grenache / Mourvèdre 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/turkey-flat-butchers-block-shiraz--grenache--mourvedre-2012/10968171,http://s7d9.scene7.com/is/image/SAQ/10968171-1,Vin rouge,Australie,750 ml,"22,95 $",22.95
9419,Turkey Flat mourvèdre 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/turkey-flat-mourvedre-2009/11627538,http://s7d9.scene7.com/is/image/SAQ/11627538-1,Vin rouge,Australie,750 ml,"40,00 $",40.0
9420,Tutiac Sauvignon Blanc 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/tutiac-sauvignon-blanc-2012/624320,http://s7d9.scene7.com/is/image/SAQ/624320-1,Vin blanc,France,750 ml,"14,95 $",14.95
9421,Twisted Shotz B52,Inconnue,http://www.saq.com/page/fr/saqcom/cocktail-a-base-de-spiritueux/twisted-shotz-b52/10914738,http://s7d9.scene7.com/is/image/SAQ/10914738-1,Cocktail au spiritueux,Nouvelle-Zélande,4 X 30 ml,"9,60 $",9.6
9422,Twisted Shotz Buttery Swirl,Inconnue,http://www.saq.com/page/fr/saqcom/cocktail-a-base-de-spiritueux/twisted-shotz-buttery-swirl/10914746,http://s7d9.scene7.com/is/image/SAQ/10914746-1,Cocktail au spiritueux,Nouvelle-Zélande,4 X 30 ml,"9,60 $",9.6
9423,Twisted Shotz Sex on the Beach,Inconnue,http://www.saq.com/page/fr/saqcom/cocktail-a-base-de-spiritueux/twisted-shotz-sex-on-the-beach/12389113,http://s7d9.scene7.com/is/image/SAQ/12389113-1,Cocktail au spiritueux,Nouvelle-Zélande,4 X 30 ml,"9,60 $",9.6
9424,Two Hands Sexy Beast 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/two-hands-sexy-beast-2013/11881931,http://s7d9.scene7.com/is/image/SAQ/11881931-1,Vin rouge,Australie,750 ml,"32,25 $",32.25
9425,Two Oceans Shiraz 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rose/two-oceans-shiraz-2013/10938764,http://s7d9.scene7.com/is/image/SAQ/10938764-1,Vin rosé,Afrique du Sud,750 ml,"12,00 $",12.0
9426,Two Oceans Shiraz / Cabernet-Sauvignon 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/two-oceans-shiraz--cabernet-sauvignon-2013/11191412,http://s7d9.scene7.com/is/image/SAQ/11191412-1,Vin rouge,Afrique du Sud,750 ml,"12,05 $",12.05
9427,Tyrconnell 10 ans Madeira Cask Single Malt,Inconnue,http://www.saq.com/page/fr/saqcom/whiskey-irlandais/tyrconnell-10-ans-madeira-cask-single-malt/11608206,http://s7d9.scene7.com/is/image/SAQ/11608206-1,Whiskey irlandais,Irlande,700 ml,"113,00 $",113.0
9428,U'Luvka,Inconnue,http://www.saq.com/page/fr/saqcom/vodka/uluvka/11012605,http://s7d9.scene7.com/is/image/SAQ/11012605-1,Vodka,Pologne,750 ml,"59,00 $",59.0
9429,Uitkik 10 ans Potstill Estate,Inconnue,http://www.saq.com/page/fr/saqcom/brandy/uitkik-10-ans-potstill-estate/11036666,http://s7d9.scene7.com/is/image/SAQ/11036666-1,Brandy,Afrique du Sud,750 ml,"60,50 $",60.5
9430,Ultimat,Inconnue,http://www.saq.com/page/fr/saqcom/vodka/ultimat/10868145,http://s7d9.scene7.com/is/image/SAQ/10868145-1,Vodka,Pologne,750 ml,"81,00 $",81.0
9431,Umani Ronchi Casal di Serra 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/umani-ronchi-casal-di-serra-2013/10254725,http://s7d9.scene7.com/is/image/SAQ/10254725-1,Vin blanc,Italie,750 ml,"18,65 $",18.65
9432,Umani Ronchi Medoro,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/umani-ronchi-medoro/565283,http://s7d9.scene7.com/is/image/SAQ/565283-1,Vin rouge,Italie,750 ml,"10,95 $",10.95
9433,Umani Ronchi Montipagano Montepulciano d'Abruzzo 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/umani-ronchi-montipagano-montepulciano-dabruzzo-2012/10985755,http://s7d9.scene7.com/is/image/SAQ/10985755-1,Vin rouge,Italie,750 ml,"17,35 $",17.35
9434,Umani Ronchi Pelago 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/umani-ronchi-pelago-2009/735977,http://s7d9.scene7.com/is/image/SAQ/735977-1,Vin rouge,Italie,750 ml,"38,50 $",38.5
9435,Umberto Cesari Iove 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/umberto-cesari-iove-2013/12185348,http://s7d9.scene7.com/is/image/SAQ/12185348-1,Vin blanc,Italie,750 ml,"14,10 $",14.1
9436,Umberto Cesari Liano Chardonnay Sauvignon Blanc 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/umberto-cesari-liano-chardonnay-sauvignon-blanc-2012/12377930,http://s7d9.scene7.com/is/image/SAQ/12377930-1,Vin blanc,Italie,"1,5 L","49,25 $",49.25
9437,Umberto Cesari Liano Sangiovese / Cabernet-Sauvignon,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/umberto-cesari-liano-sangiovese--cabernet-sauvignon/10774923,http://s7d9.scene7.com/is/image/SAQ/10774923-1,Vin rouge,Italie,375 ml,"16,85 $",16.85
9438,Umberto Cesari Polvere di Stelle 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/umberto-cesari-polvere-di-stelle-2011/10555085,http://s7d9.scene7.com/is/image/SAQ/10555085-1,Vin rouge,Italie,3 L,"192,25 $",192.25
9439,Umberto Cesari Polvere Di Stelle 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/umberto-cesari-polvere-di-stelle-2011/11451878,http://s7d9.scene7.com/is/image/SAQ/11451878-1,Vin rouge,Italie,750 ml,"87,50 $",87.5
9440,Umberto Cesari Sangiovese Di Romagna Riserva 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/umberto-cesari-sangiovese-di-romagna-riserva-2011/11164449,http://s7d9.scene7.com/is/image/SAQ/11164449-1,Vin rouge,Italie,3 L,"68,50 $",68.5
9441,Umberto Cesari Tauleto 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/umberto-cesari-tauleto-2009/10446962,http://s7d9.scene7.com/is/image/SAQ/10446962-1,Vin rouge,Italie,750 ml,"40,25 $",40.25
9442,Umberto Cesari Tenuta Lovia,Inconnue,http://www.saq.com/page/fr/saqcom/vin-mousseux/umberto-cesari-tenuta-lovia/12385382,http://s7d9.scene7.com/is/image/SAQ/12385382-1,Vin mousseux,Italie,750 ml,"30,00 $",30.0
9443,Undurraga Royal 2011,2011,http://www.saq.com/page/fr/saqcom/vin-mousseux-rose/undurraga-royal-2011/11686335,http://s7d9.scene7.com/is/image/SAQ/11686335-1,Vin mousseux rosé,Chili,750 ml,"19,30 $",19.3
9444,Union Libre 2011,2011,http://www.saq.com/page/fr/saqcom/cidre-de-glace/union-libre-2011/11833681,http://s7d9.scene7.com/is/image/SAQ/11833681-1,Cidre de glace,Canada,375 ml,"25,00 $",25.0
9445,UnWined Pinot Noir 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/unwined-pinot-noir-2013/10796495,http://s7d9.scene7.com/is/image/SAQ/10796495-1,Vin rouge,Roumanie,750 ml,"13,30 $",13.3
9446,Uroulat Jurançon 2012,2012,http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/uroulat-jurancon-2012/709261,http://s7d9.scene7.com/is/image/SAQ/709261-1,Vin de dessert,France,375 ml,"18,60 $",18.6
9447,Val Caudalies 2011,2011,http://www.saq.com/page/fr/saqcom/cidre-liquoreux/val-caudalies-2011/11096693,http://s7d9.scene7.com/is/image/SAQ/11096693-1,Cidre liquoreux,Canada,375 ml,"19,75 $",19.75
9448,Val Caudalies cidre pétillant aromatisé à la framboise,Inconnue,http://www.saq.com/page/fr/saqcom/cidre-mousseux/val-caudalies-cidre-petillant-aromatise-a-la-framboise/12030055,http://s7d9.scene7.com/is/image/SAQ/12030055-1,Cidre mousseux rosé,Canada,750 ml,"13,50 $",13.5
9449,Val de Flores 2006,2006,http://www.saq.com/page/fr/saqcom/vin-rouge/val-de-flores-2006/12178631,http://s7d9.scene7.com/is/image/SAQ/12178631-1,Vin rouge,Argentine,750 ml,"67,00 $",67.0
9450,Val de Vid Rueda 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/val-de-vid-rueda-2013/12260281,http://s7d9.scene7.com/is/image/SAQ/12260281-1,Vin blanc,Espagne,750 ml,"16,10 $",16.1
9451,Val delle Rose Morellino Di Scansano 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/val-delle-rose-morellino-di-scansano-2012/11098138,http://s7d9.scene7.com/is/image/SAQ/11098138-1,Vin rouge,Italie,750 ml,"19,65 $",19.65
9452,Val delle Rose Morellino Di Scansano Riserva 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/val-delle-rose-morellino-di-scansano-riserva-2010/852137,http://s7d9.scene7.com/is/image/SAQ/852137-1,Vin rouge,Italie,750 ml,"25,40 $",25.4
9453,Valdemar Inspiracion Coleccion Varietales Rioja 2008,2008,http://www.saq.com/page/fr/saqcom/vin-rouge/valdemar-inspiracion-coleccion-varietales-rioja-2008/11809171,http://s7d9.scene7.com/is/image/SAQ/11809171-1,Vin rouge,Espagne,750 ml,"45,75 $",45.75
9454,Valdemar Inspiracion Tempranillo 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/valdemar-inspiracion-tempranillo-2010/11903344,http://s7d9.scene7.com/is/image/SAQ/11903344-1,Vin rouge,Espagne,750 ml,"19,25 $",19.25
9455,Valdesil Valdeorras Godello 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/valdesil-valdeorras-godello-2013/11412941,http://s7d9.scene7.com/is/image/SAQ/11412941-1,Vin blanc,Espagne,750 ml,"24,30 $",24.3
9456,Vale da Judia 2014,2014,http://www.saq.com/page/fr/saqcom/vin-blanc/vale-da-judia-2014/10513184,http://s7d9.scene7.com/is/image/SAQ/10513184-1,Vin blanc,Portugal,750 ml,"11,30 $",11.3
9457,Vale do Bomfim Douro 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/vale-do-bomfim-douro-2012/10838982,http://s7d9.scene7.com/is/image/SAQ/10838982-1,Vin rouge,Portugal,750 ml,"15,95 $",15.95
9458,Valentins Hefeweiss,Inconnue,http://www.saq.com/page/fr/saqcom/biere-ale/valentins-hefeweiss/11450832,http://s7d9.scene7.com/is/image/SAQ/11450832-1,Bière blanche de type Ale,Allemagne,500 ml,"2,75 $",2.75
9459,Valkyria Absinthe The Original Swedish,Inconnue,http://www.saq.com/page/fr/saqcom/absinthe/valkyria-absinthe-the-original-swedish/12345031,http://s7d9.scene7.com/is/image/SAQ/12345031-1,Absinthe,Suède,500 ml,"80,00 $",80.0
9460,Vall Llach Embruix 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/vall-llach-embruix-2012/10508131,http://s7d9.scene7.com/is/image/SAQ/10508131-1,Vin rouge,Espagne,750 ml,"35,75 $",35.75
9461,Valley of the Moon Cuvée de la Luna 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/valley-of-the-moon-cuvee-de-la-luna-2009/11306136,http://s7d9.scene7.com/is/image/SAQ/11306136-1,Vin rouge,États-Unis,750 ml,"28,60 $",28.6
9462,Vallformosa Cabernet-Sauvignon 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/vallformosa-cabernet-sauvignon-2011/904524,http://s7d9.scene7.com/is/image/SAQ/904524-1,Vin rouge,Espagne,750 ml,"17,30 $",17.3
9463,Vallformosa Origen Brut Nature,Inconnue,http://www.saq.com/page/fr/saqcom/vin-mousseux/vallformosa-origen-brut-nature/12167351,http://s7d9.scene7.com/is/image/SAQ/12167351-1,Vin mousseux,Espagne,750 ml,"17,95 $",17.95
9464,"Valmaggiore Luciano Sandrone, Nebbiolo d 2009",2009,http://www.saq.com/page/fr/saqcom/vin-rouge/valmaggiore-luciano-sandrone-nebbiolo-d-2009/12042582,http://s7d9.scene7.com/is/image/SAQ/12042582-1,Vin rouge,Italie,750 ml,"39,75 $",39.75
9465,Van Gogh Blue Triple Wheat,Inconnue,http://www.saq.com/page/fr/saqcom/vodka/van-gogh-blue-triple-wheat/11662000,http://s7d9.scene7.com/is/image/SAQ/11662000-1,Vodka,Pays-Bas,750 ml,"39,50 $",39.5
9466,Van Gogh Double Espresso,Inconnue,http://www.saq.com/page/fr/saqcom/vodka-aromatisee/van-gogh-double-espresso/11662077,http://s7d9.scene7.com/is/image/SAQ/11662077-1,Vodka aromatisée (café),Pays-Bas,750 ml,"36,75 $",36.75
9467,Van Gogh Dutch Caramel,Inconnue,http://www.saq.com/page/fr/saqcom/vodka-aromatisee/van-gogh-dutch-caramel/11662093,http://s7d9.scene7.com/is/image/SAQ/11662093-1,Vodka aromatisée (caramel),Pays-Bas,750 ml,"36,75 $",36.75
9468,Van Zellers 2011,2011,http://www.saq.com/page/fr/saqcom/vin-blanc/van-zellers-2011/11896711,http://s7d9.scene7.com/is/image/SAQ/11896711-1,Vin blanc,Portugal,750 ml,"40,50 $",40.5
9469,Vasse Felix Cabernet-Sauvignon 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/vasse-felix-cabernet-sauvignon-2010/12125361,http://s7d9.scene7.com/is/image/SAQ/12125361-1,Vin rouge,Australie,750 ml,"39,75 $",39.75
