Numéro,Nom,Catégorie,Sous-catégorie,Origine,Volume,Prix,Inventaire,Inventaire (quantité en ml),Inventaire (cents),Inventaire ($)
377366,Matias Riccitelli the Apple Doesn't Fall Far From the Tree Malbec 2010,Wine,Red Wine,"Argentina, Mendoza",750,21.95,34,25500,74630,"746,30 $"
365346,Silvio Grasso Annunziata Vigna Plicotti Barolo 2009,Wine,Red Wine,"Italy, Piedmont",750,79.0,34,25500,268600,"2 686,00 $"
361378,Palatine Hills Neufeld Vineyard Meritage 2010,Wine,Red Wine,"Canada, Ontario",750,22.75,34,25500,77350,"773,50 $"
149286,Thirty Bench Chardonnay 2007,Wine,White Wine,"Canada, Ontario",750,22.75,34,25500,77350,"773,50 $"
381012,Domaine Damiens Tradition Madiran 2011,Wine,Red Wine,"France, Southwest",750,17.95,34,25500,61030,"610,30 $"
357434,Castagner Millesimata Moscato D'Asti Grappa 2010,Spirits,Eau-de-Vie,"Italy, Veneto",700,38.75,36,25200,139500,"1 395,00 $"
319756,Papidoux Calvados,Spirits,Eau-de-Vie,"France, Region Not Specified",700,25.95,36,25200,93420,"934,20 $"
355826,Reif Vidal Icewine 2012 & Vidal Ice Syrup Wine & Dine Gift Set,Wine,Icewine,"Canada, Ontario",100,23.75,248,24800,589000,"5 890,00 $"
327684,Moss Wood Cabernet Sauvignon 2009,Wine,Red Wine,"Australia, Western Australia",750,89.25,33,24750,294525,"2 945,25 $"
376814,Wildass Sauvignon Blanc 2012,Wine,White Wine,"Canada, Ontario",750,16.95,33,24750,55935,"559,35 $"
349019,Burrowing Owl Cabernet Franc 2012,Wine,Red Wine,"Canada, British Columbia",750,43.95,33,24750,145035,"1 450,35 $"
382093,Bellingham Ancient Earth Cabernet Sauvignon 2012,Wine,Red Wine,"South Africa, Coastal Region",750,14.95,33,24750,49335,"493,35 $"
399725,Marchesi Di Barolo Barolo del Comune Di Barolo 2010,Wine,Red Wine,"Italy, Piedmont",750,65.0,33,24750,214500,"2 145,00 $"
346635,Remy Martin VSOP Gift Pack W / 2 Glasses,Spirits,Gift and Sampler Packs,"France, Cognac",750,89.95,33,24750,296835,"2 968,35 $"
332825,Smoke & Gamble Reserve Cabernet / Merlot 2012,Wine,Red Wine,"Canada, Ontario",750,19.95,33,24750,65835,"658,35 $"
236745,13Th Street June's Vineyard Chardonnay 2012,Wine,White Wine,"Canada, Ontario",750,21.95,33,24750,72435,"724,35 $"
305433,Teusner Avatar Grenache / Mataro / Shiraz 2012,Wine,Red Wine,"Australia, South Australia",750,35.0,33,24750,115500,"1 155,00 $"
939736,Ontanon Gran Reserva 2001,Wine,Red Wine,"Spain, Region Not Specified",750,39.95,33,24750,131835,"1 318,35 $"
991356,Giuseppe Quintarelli Rosso del Bepi 2002,Wine,Red Wine,"Italy, Veneto",750,219.0,33,24750,722700,"7 227,00 $"
101147,Giribaldi Barbaresco 2006,Wine,Red Wine,"Italy, Piedmont",750,32.95,33,24750,108735,"1 087,35 $"
278697,Reyneke Cornerstone 2011,Wine,Red Wine,"South Africa, Stellenbosch",750,30.0,33,24750,99000,"990,00 $"
65110,Vilmart & Cie Grand Cellier Premier Cru Brut Champagne,Wine,Champagne,"France, Champagne",750,79.0,33,24750,260700,"2 607,00 $"
331066,The Tweeddale Aged 12 Years Blended Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",700,49.75,35,24500,174125,"1 741,25 $"
311449,Evans & Tate Metricup Road Chardonnay 2012,Wine,White Wine,"Australia, Western Australia",750,22.95,32,24000,73440,"734,40 $"
297341,Lamadrid Matilde Single Vineyard Malbec 2007,Wine,Red Wine,"Argentina, Mendoza",750,44.75,32,24000,143200,"1 432,00 $"
567370,Château D'Yquem 2006,Wine,White Wine,"France, Bordeaux",750,599.75,32,24000,1919200,"19 192,00 $"
126797,Porcupine Ridge Sauvignon Blanc 2014,Wine,White Wine,"South Africa, Western Cape",750,13.95,32,24000,44640,"446,40 $"
378141,Pecchenino Le Coste Barolo 2009,Wine,Red Wine,"Italy, Piedmont",750,72.0,32,24000,230400,"2 304,00 $"
161299,Napa Cellars Merlot 2012,Wine,Red Wine,"USA, California",750,24.95,32,24000,79840,"798,40 $"
982413,Ridge Lytton Springs 2012,Wine,Red Wine,"USA, California",750,52.95,32,24000,169440,"1 694,40 $"
341263,Wiser's Deluxe With Flask Gift Pack,Spirits,Gift and Sampler Packs,"Canada, Region Not Specified",750,31.95,32,24000,102240,"1 022,40 $"
279562,Domaine Le Clos Des Cazaux La Tour Sarrasine Gigondas 2012,Wine,Red Wine,"France, Rhône",750,28.95,32,24000,92640,"926,40 $"
955641,Roberto Voerzio Cerequio Barolo 2008,Wine,Red Wine,"Italy, Piedmont",750,259.0,32,24000,828800,"8 288,00 $"
389742,Tabalí Reserva Chardonnay 2012,Wine,White Wine,"Chile, Limari Valley",750,13.95,32,24000,44640,"446,40 $"
119958,Terra Vega Chardonnay Kpm 2014,Wine,White Wine,"Chile, Central Valley",750,9.94,32,24000,31808,"318,08 $"
395756,Nals Margreid Punggl Pinot Grigio 2012,Wine,White Wine,"Italy, Südtirol/Alto Adige",750,37.0,32,24000,118400,"1 184,00 $"
241794,Janneau Grand Armagnac VS,Spirits,Cognac / Armagnac,"France, Armagnac",750,29.95,32,24000,95840,"958,40 $"
195230,Château Lespault-Martillac 2009,Wine,Red Wine,"France, Bordeaux",750,46.85,32,24000,149920,"1 499,20 $"
261479,Château Certan de May 2010,Wine,Red Wine,"France, Bordeaux",750,164.85,32,24000,527520,"5 275,20 $"
158063,Opus One 2009,Wine,Red Wine,"USA, California",750,399.95,32,24000,1279840,"12 798,40 $"
230581,Giordano Ricarico 2011,Wine,Red Wine,"Italy, Puglia",750,19.95,32,24000,63840,"638,40 $"
38067,Pine Ridge Stags Leap District Cabernet Sauvignon 2010,Wine,Red Wine,"USA, California",750,133.0,32,24000,425600,"4 256,00 $"
355081,Finca El Encinal Crianza 2010,Wine,Red Wine,"Spain, Ribera del Duero",750,17.95,32,24000,57440,"574,40 $"
986356,Château de Beaucastel Châteauneuf-Du-Pape 2012,Wine,Red Wine,"France, Rhône",1500,179.95,16,24000,287920,"2 879,20 $"
241653,Ridge Monte Bello Chardonnay 2011,Wine,White Wine,"USA, California",750,102.0,32,24000,326400,"3 264,00 $"
603688,Forty Creek Barrel Select With Glasses,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",750,29.95,32,24000,95840,"958,40 $"
254854,Château La Providence 2010,Wine,Red Wine,"France, Bordeaux",750,139.85,32,24000,447520,"4 475,20 $"
364380,Foreign Affair Dream 2012,Wine,Red Wine,"Canada, Ontario",750,29.95,32,24000,95840,"958,40 $"
351379,Domäne Wachau Achleiten Smaragd Riesling 2011,Wine,White Wine,"Austria, Wachau",750,27.75,32,24000,88800,"888,00 $"
368720,Sue-Ann Staff Vidal Icewine 2012,Wine,Icewine,"Canada, Ontario",200,24.95,119,23800,296905,"2 969,05 $"
370460,Seth & Riley's Garage Hard Lemon,Ready-to-Drink/Coolers,Coolers,"Estonia, Region Not Specified",1980,13.95,12,23760,16740,"167,40 $"
558288,Inniskillin Riesling Icewine 2012,Wine,Icewine,"Canada, Ontario",375,79.95,63,23625,503685,"5 036,85 $"
290338,Tartufina Brandy With Black Truffle,Spirits,Brandy,Croatia,375,56.25,63,23625,354375,"3 543,75 $"
341537,Kahlua Gingerbread,Spirits,Gift and Sampler Packs,"Mexico, Region Not Specified",375,5.95,63,23625,37485,"374,85 $"
311878,Renaissance Elemental Porter,Beer,Ale,"New Zealand, Region Not Specified",500,5.09,47,23500,23923,"239,23 $"
256636,Black Creek Olde Stout,Beer,Ale,"Canada, Ontario",500,4.45,47,23500,20915,"209,15 $"
400622,Epiphany No 1 Belgian Quadrupel Aged on Cherry Wood,Beer,Ale,"Canada, Ontario",650,9.94,36,23400,35784,"357,84 $"
405555,Chandon Rosé Sparkling,Wine,Sparkling Wine,"USA, California",750,33.95,31,23250,105245,"1 052,45 $"
48710,Redhawk Vineyard Grateful Red Pinot Noir 2012,Wine,Red Wine,"USA, Oregon",750,21.95,31,23250,68045,"680,45 $"
332064,Domaine Les Aphillanthes 1921 Rasteau 2012,Wine,Red Wine,"France, Rhône",750,37.95,31,23250,117645,"1 176,45 $"
377564,Pelee Island Singing Moon Pinot Blanc 2012,Wine,White Wine,"Canada, Ontario",750,12.95,31,23250,40145,"401,45 $"
391466,Bricklayer's Reward Big Pond Sauvignon Blanc 2013,Wine,White Wine,"Canada, Ontario",750,15.95,31,23250,49445,"494,45 $"
269373,Ghost Pines Winemaker's Blend Zinfandel,Wine,Red Wine,"USA, California",750,19.95,31,23250,61845,"618,45 $"
236513,Bailey's Hazelnut Flavour,Spirits,Liqueur/Liquor,"Ireland, Region Not Specified",750,29.95,31,23250,92845,"928,45 $"
387142,Château Les Tuileries 2012,Wine,White Wine,"France, Bordeaux",750,14.95,31,23250,46345,"463,45 $"
406215,Ardbeg Supernova the Ultimate Islay Single Malt,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,335.95,31,23250,1041445,"10 414,45 $"
192898,Gloria Ferrer Sonoma Brut,Wine,Sparkling Wine,"USA, California",750,27.95,31,23250,86645,"866,45 $"
102095,Château Léoville-Las Cases 2007,Wine,Red Wine,"France, Bordeaux",750,215.0,31,23250,666500,"6 665,00 $"
121376,Fèlsina Fontalloro 2008,Wine,Red Wine,"Italy, Tuscany",750,77.0,31,23250,238700,"2 387,00 $"
240093,Columbia Crest Grand Estates Cabernet Sauvignon 2012,Wine,Red Wine,"USA, Washington",750,17.95,31,23250,55645,"556,45 $"
197491,Château Bouscaut Blanc 2009,Wine,White Wine,"France, Bordeaux",750,54.85,31,23250,170035,"1 700,35 $"
972695,Panzano Chianti Classico 2008,Wine,Red Wine,"Italy, Tuscany",750,23.95,31,23250,74245,"742,45 $"
287102,El Dorado 12 Year Old Gift Pack With 2 Glasses,Spirits,Gift and Sampler Packs,"Guyana, Region Not Specified",750,44.95,31,23250,139345,"1 393,45 $"
374264,Château Vieille Dynastie 2011,Wine,Red Wine,"France, Bordeaux",750,25.95,31,23250,80445,"804,45 $"
38562,Krug Grande Cuvée Brut Champagne,Wine,Champagne,"France, Champagne",750,277.95,31,23250,861645,"8 616,45 $"
641944,Domaine Christian Moreau Père & Fils Valmur Chablis Grand Cru 2012,Wine,White Wine,"France, Burgundy",750,75.0,31,23250,232500,"2 325,00 $"
136606,Château Cos D'Estournel 2008,Wine,Red Wine,"France, Bordeaux",750,179.0,31,23250,554900,"5 549,00 $"
297911,Clos Les Montys Vieilles Vignes Muscadet Sèvre & Maine Sur Lie 2013,Wine,White Wine,"France, Loire",750,14.95,31,23250,46345,"463,45 $"
390278,Waterloo Kolsch Sampler,Beer,Gift and Sampler Packs,"Canada, Ontario",2838,13.5,8,22704,10800,"108,00 $"
350850,The Good Earth Chardonnay 2009,Wine,White Wine,"Canada, Ontario",750,14.75,30,22500,44250,"442,50 $"
379164,Izway Bruce Shiraz 2010,Wine,Red Wine,"Australia, South Australia",750,48.25,30,22500,144750,"1 447,50 $"
294736,Hat Trick VQA Gift Pack,Wine,Gift and Sampler Packs,"Canada, Ontario",1500,27.95,15,22500,41925,"419,25 $"
359364,Sunnybrook Farm Chocolate Embrace 2012,Wine,Specialty Wines,"Canada, Ontario",375,17.95,60,22500,107700,"1 077,00 $"
367581,Marnier XO Cognac,Spirits,Cognac / Armagnac,"France, Cognac",750,207.95,30,22500,623850,"6 238,50 $"
896043,Hafner Zweigelt Classique Kp 2012,Wine,Red Wine,Austria,750,18.95,30,22500,56850,"568,50 $"
387829,De Venoge Millésime Brut Champagne 1996,Wine,Champagne,"France, Champagne",1500,379.0,15,22500,568500,"5 685,00 $"
343517,Tessellae Côtes Du Roussillon Old Vines Grenache / Syrah / Mourverde 2012,Wine,Red Wine,"France, Midi",750,18.95,30,22500,56850,"568,50 $"
333245,Planet Oregon Pinot Noir 2012,Wine,Red Wine,"USA, Oregon",750,25.95,30,22500,77850,"778,50 $"
64568,Arrowood Réserve Spéciale Cabernet Sauvignon 2009,Wine,Red Wine,"USA, California",750,100.0,30,22500,300000,"3 000,00 $"
95802,Peter Zemmer Pinot Grigio 2013,Wine,White Wine,"Italy, Alto Adige",750,17.95,30,22500,53850,"538,50 $"
233916,Alain Jaume & Fils Grande Garrigue Vacqueyras 2012,Wine,Red Wine,"France, Rhône",750,24.95,30,22500,74850,"748,50 $"
259978,Château La Dominique 2010,Wine,Red Wine,"France, Bordeaux",750,84.85,30,22500,254550,"2 545,50 $"
674911,Macrostie Pinot Noir 2012,Wine,Red Wine,"USA, California",750,34.95,30,22500,104850,"1 048,50 $"
290056,Burgo Viejo Licenciado Reserva 2008,Wine,Red Wine,"Spain, Rioja",2250,95.95,10,22500,95950,"959,50 $"
236232,Vitanza Riserva Brunello Di Montalcino 2007,Wine,Red Wine,"Italy, Tuscany",750,89.95,30,22500,269850,"2 698,50 $"
146209,Viña Zaco Tempranillo 2011,Wine,Red Wine,"Spain, Rioja",750,14.95,30,22500,44850,"448,50 $"
101444,San Silvestro Cantine Brumo Nebbiolo D'Alba 2012,Wine,Red Wine,"Italy, Piedmont",750,15.95,30,22500,47850,"478,50 $"
344994,Château Doisy Daëne 2011,Wine,White Wine,"France, Bordeaux",375,49.0,59,22125,289100,"2 891,00 $"
912659,Studert-Prüm Wehlener Sonnenuhr Riesling Spätlese 2012,Wine,White Wine,"Germany, Mosel",750,28.95,29,21750,83955,"839,55 $"
385831,Quinta Da Romaneira Touriga Nacional 2010,Wine,Red Wine,"Portugal, Douro",750,29.95,29,21750,86855,"868,55 $"
653683,Bouchard Père & Fils Montagny 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,29.95,29,21750,86855,"868,55 $"
5496,Château de Pierreux Brouilly 2013,Wine,Red Wine,"France, Beaujolais",750,18.95,29,21750,54955,"549,55 $"
246637,Château Rousseau de Sipian 2010,Wine,Red Wine,"France, Bordeaux",750,29.95,29,21750,86855,"868,55 $"
153650,Licor de Maracuja Ezekiel's Passion Fruit,Spirits,Liqueur/Liquor,Portugal,750,24.95,29,21750,72355,"723,55 $"
373449,Roberto Voerzio Brunate Barolo 2009,Wine,Red Wine,"Italy, Piedmont",750,289.0,29,21750,838100,"8 381,00 $"
39305,La Face Cachée de La Pomme Neige Première Ice Cider 2011,Wine,Specialty Wines,"Canada, Quebec",375,24.95,58,21750,144710,"1 447,10 $"
330936,Moulin de Gassac Chardonnay,Wine,White Wine,"France, Languedoc",750,9.94,29,21750,28826,"288,26 $"
376806,Pintia 2009,Wine,Red Wine,"Spain, Toro",750,71.0,29,21750,205900,"2 059,00 $"
280651,Lamole Di Lamole Riserva Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,27.95,29,21750,81055,"810,55 $"
344648,Luna Beberid Godello 2011,Wine,White Wine,"Spain, Bierzo",750,14.75,29,21750,42775,"427,75 $"
367722,West Cork Original Irish Whiskey,Spirits,Whisky/Whiskey,"Ireland, Region Not Specified",750,34.95,29,21750,101355,"1 013,55 $"
300053,Château de Fieuzal 2011,Wine,Red Wine,"France, Bordeaux",750,59.85,29,21750,173565,"1 735,65 $"
399782,Dubreuil-Fontaine Corton-Bressandes Grand Cru 2011,Wine,Red Wine,"France, Burgundy",750,95.0,29,21750,275500,"2 755,00 $"
127951,Recanati Yasmin Red Cabernet Sauvignon / Merlot Kp M,Wine,Red Wine,"Israel, Galilee",750,17.95,29,21750,52055,"520,55 $"
705491,Gaja Costa Russi 2009,Wine,Red Wine,"Italy, Piedmont",750,520.0,29,21750,1508000,"15 080,00 $"
405795,Cave Des Grands Crus Blancs Mâcon-Vinzelles 2013,Wine,White Wine,"France, Burgundy",750,17.95,29,21750,52055,"520,55 $"
505875,Château Pichon Longueville Comtesse de Lalande 2005,Wine,Red Wine,"France, Bordeaux",750,215.0,29,21750,623500,"6 235,00 $"
676783,Faxe Strong,Beer,Lager,"Denmark, Region Not Specified",500,2.85,43,21500,12255,"122,55 $"
256347,Château Guiraud 2010,Wine,White Wine,"France, Bordeaux",375,39.85,57,21375,227145,"2 271,45 $"
387571,Cave de Ribeauvillé Terroirs Reserve Riesling 2008,Wine,White Wine,"France, Alsace",750,19.95,28,21000,55860,"558,60 $"
54098,Zolo Reserve Cabernet Sauvignon 2012,Wine,Red Wine,"Argentina, Mendoza",750,17.95,28,21000,50260,"502,60 $"
193284,Château Clos Marsalette Blanc 2009,Wine,White Wine,"France, Bordeaux",750,39.85,28,21000,111580,"1 115,80 $"
375048,Evening Land Eola-Amity Hills Chardonnay 2011,Wine,White Wine,"USA, Oregon",750,58.95,28,21000,165060,"1 650,60 $"
394106,Rancourt Meritage 2009,Wine,Red Wine,"Canada, Ontario",750,20.0,28,21000,56000,"560,00 $"
344143,Champy Pernand-Vergelesses en Caradeux 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,49.95,28,21000,139860,"1 398,60 $"
353524,Aroa Jauna Crianza 2008,Wine,Red Wine,"Spain, Navarra",750,17.75,28,21000,49700,"497,00 $"
294843,Pür Likör Spice Blood Orange Liqueur,Spirits,Liqueur/Liquor,"Germany, Region Not Specified",750,42.75,28,21000,119700,"1 197,00 $"
66399,Moillard Tradition Pinot Noir Bourgogne 2012,Wine,Red Wine,"France, Burgundy",750,24.95,28,21000,69860,"698,60 $"
400770,Manzoni Big'd Big Barolo 2007,Wine,Red Wine,"Italy, Piedmont",750,107.0,28,21000,299600,"2 996,00 $"
400838,Schloss Saarstein Serrig Schloss Saarsteiner Riesling Spätlese 2011,Wine,White Wine,"Germany, Mosel",750,41.95,28,21000,117460,"1 174,60 $"
285627,Ravine Vineyard Meritage,Wine,Red Wine,"Canada, Ontario",750,24.95,28,21000,69860,"698,60 $"
390369,Jean Gagnerot Meursault 2011,Wine,White Wine,"France, Burgundy",750,57.95,28,21000,162260,"1 622,60 $"
379081,Finca Flichman Paisaje de Tupungato Chardonnay 2012,Wine,White Wine,"Argentina, Mendoza",750,17.95,28,21000,50260,"502,60 $"
18879,Hess Collection 19 Block Mountain Cuvée 2010,Wine,Red Wine,"USA, California",750,49.95,28,21000,139860,"1 398,60 $"
401471,Dampierre Family Reserve Grand Cru Blanc de Blancs Brut Champagne 2005,Wine,Champagne,"France, Champagne",750,129.0,28,21000,361200,"3 612,00 $"
383034,Duemani Altrovino Merlot / Cabernet Franc 2011,Wine,Red Wine,"Italy, Tuscany",750,54.0,28,21000,151200,"1 512,00 $"
983874,Laurent-Perrier Brut Millésimé Champagne 2004,Wine,Champagne,"France, Champagne",750,84.95,28,21000,237860,"2 378,60 $"
334292,Tilenus Pieros 2005,Wine,Red Wine,"Spain, Bierzo",750,54.75,28,21000,153300,"1 533,00 $"
364372,Hinterbrook Pinot Noir 2010,Wine,Red Wine,"Canada, Ontario",750,19.75,28,21000,55300,"553,00 $"
339184,Quinta Da Falorca Old Vines Garrafeira 2007,Wine,Red Wine,"Portugal, Dão",750,95.0,28,21000,266000,"2 660,00 $"
294744,Eastdell Black Cab 2011,Wine,Red Wine,"Canada, Ontario",3000,49.95,7,21000,34965,"349,65 $"
405449,Crystal Head Vodka,Spirits,Vodka,"Canada, Newfoundland",3000,299.2,7,21000,209440,"2 094,40 $"
333997,Bota Box Chardonnay,Wine,White Wine,"USA, California",500,6.95,41,20500,28495,"284,95 $"
322578,Nogne O Saison,Beer,Ale,"Norway, Region Not Specified",500,4.84,41,20500,19844,"198,44 $"
606764,Arboleda Single Vineyard Cabernet Sauvignon 2012,Wine,Red Wine,"Chile, Aconcagua Valley",750,19.95,27,20250,53865,"538,65 $"
299859,Maison Roche de Bellene Cuvée Réserve Pinot Noir Bourgogne 2012,Wine,Red Wine,"France, Burgundy",750,21.95,27,20250,59265,"592,65 $"
181321,La Velona Brunello Di Montalcino 2008,Wine,Red Wine,"Italy, Tuscany",750,39.95,27,20250,107865,"1 078,65 $"
320333,Gran Centenario Reposado,Spirits,Tequila,"Mexico, Region Not Specified",750,25.95,27,20250,70065,"700,65 $"
724328,Cantele Salice Salentino Riserva 2010,Wine,Red Wine,"Italy, Puglia",750,14.95,27,20250,40365,"403,65 $"
201939,Château Palmer 2009,Wine,Red Wine,"France, Bordeaux",750,534.85,27,20250,1444095,"14 440,95 $"
396630,Trapiche Terroir Series Trio Pack Malbec 2010,Wine,Red Wine,"Argentina, Mendoza",2250,107.0,9,20250,96300,"963,00 $"
118901,Domaine Henri Gouges Nuits-Saint-Georges Villages 2011,Wine,Red Wine,"France, Burgundy",750,55.0,27,20250,148500,"1 485,00 $"
391805,Domaine Hamelin Beauroy Chablis 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,29.95,27,20250,80865,"808,65 $"
184721,Courvoisier VS Gift Pack With Snifter,Spirits,Cognac / Armagnac,"France, Cognac",750,59.95,27,20250,161865,"1 618,65 $"
374280,Domaine de La Valériane Vieilles Vignes Côtes Du Rhône 2012,Wine,Red Wine,"France, Rhône",750,17.95,27,20250,48465,"484,65 $"
142133,Teleki Villányi Kékfrankos 2012,Wine,Red Wine,Hungary,750,13.95,27,20250,37665,"376,65 $"
410936,Glenmorangie Tùsail Highland Single Malt,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,177.95,27,20250,480465,"4 804,65 $"
231282,Ken Forrester Old Vine Reserve Chenin Blanc 2012,Wine,White Wine,"South Africa, Stellenbosch",750,17.95,27,20250,48465,"484,65 $"
216457,Pietra Pura Mandus Primitivo Di Manduria,Wine,Red Wine,"Italy, Puglia",750,15.95,27,20250,43065,"430,65 $"
344945,Gosset Grande Réserve Brut Champagne,Wine,Champagne,"France, Champagne",750,77.95,27,20250,210465,"2 104,65 $"
326793,Miopasso Fiano 2012,Wine,White Wine,"Italy, Sicily",750,14.95,27,20250,40365,"403,65 $"
40659,Niagara College Teaching Winery Dean's List Chardonnay 2010,Wine,White Wine,"Canada, Ontario",750,27.95,27,20250,75465,"754,65 $"
291823,Jacob's Creek 3-Bottle Gift Pack,Wine,Gift and Sampler Packs,"Australia, Region Not Specified",2250,22.95,9,20250,20655,"206,55 $"
714048,Chehalem Ridgecrest Pinot Noir 2010,Wine,Red Wine,"USA, Oregon",750,57.0,27,20250,153900,"1 539,00 $"
205963,Domaine Jean-Marc Morey Chassagne-Montrachet Les Chenevottes 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,88.0,27,20250,237600,"2 376,00 $"
410902,Tullibardine 20-Year-Old Highland Single Malt,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,299.95,27,20250,809865,"8 098,65 $"
298950,Château Grand Corbin-Despagne 2011,Wine,Red Wine,"France, Bordeaux",750,49.85,27,20250,134595,"1 345,95 $"
359919,Kerpen Wehlener Sonnenuhr Riesling Auslese 2010,Wine,White Wine,"Germany, Mosel",750,45.0,27,20250,121500,"1 215,00 $"
387498,The Glenlivet Nadurra Oloroso,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,84.95,27,20250,229365,"2 293,65 $"
17764,Hecht & Bannier Minervois 2011,Wine,Red Wine,"France, Midi",750,20.95,27,20250,56565,"565,65 $"
63875,Emiliana Gê 2011,Wine,Red Wine,"Chile, Colchagua Valley",750,75.0,27,20250,202500,"2 025,00 $"
333674,Pauillac de Château Latour 2009,Wine,Red Wine,"France, Bordeaux",750,125.0,27,20250,337500,"3 375,00 $"
257006,Château Rieussec 2010,Wine,White Wine,"France, Bordeaux",375,61.85,53,19875,327805,"3 278,05 $"
375733,Marolo Dedicata Al Padre Grappa Di Barbera 2010,Spirits,Eau-de-Vie,"Italy, Piedmont",700,42.95,28,19600,120260,"1 202,60 $"
