Numéro,Nom,Catégorie,Sous-catégorie,Origine,Volume,Prix,Inventaire,Inventaire (quantité en ml),Inventaire (cents),Inventaire ($)
73601,Schloss Johannisberg Riesling Beerenauslese,Wine,White Wine,"Germany, Rheingau",375,169.95,15,5625,254925,"2 549,25 $"
114926,Golden Wedding Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",375,14.15,15,5625,21225,"212,25 $"
307009,Château Doisy Daëne 2011,Wine,White Wine,"France, Bordeaux",375,39.85,15,5625,59775,"597,75 $"
292474,Junmai Shu Nogneo,Wine,,Norway,350,11.25,16,5600,18000,"180,00 $"
660480,Elderton Friends Shiraz 2011,Wine,Red Wine,"Australia, South Australia",750,17.95,7,5250,12565,"125,65 $"
344853,Clos Dominic Vinyes Baixes 2008,Wine,Red Wine,"Spain, Priorat",750,41.0,7,5250,28700,"287,00 $"
398107,Antinori Guado Al Tasso 2011,Wine,Red Wine,"Italy, Tuscany",750,99.0,7,5250,69300,"693,00 $"
168625,Grooner Gruner Veltliner,Wine,White Wine,"Austria, Region Not Specified",750,9.94,7,5250,6958,"69,58 $"
365478,Tiberio Trebbiano D'Abruzzo 2012,Wine,White Wine,"Italy, Abruzzo",750,11.75,7,5250,8225,"82,25 $"
364299,13Th Street Grande Cuvée Blanc de Noirs 2006,Wine,Sparkling Wine,"Canada, Ontario",750,44.75,7,5250,31325,"313,25 $"
173070,Domaine Weinbach Cuvée Ste. Catherine Pinot Gris 2009,Wine,White Wine,"France, Alsace",750,41.25,7,5250,28875,"288,75 $"
300657,Starlet Red VQA,Wine,Red Wine,"Canada, Ontario",750,9.9,7,5250,6930,"69,30 $"
247494,Cantina Di Venosa Terre Di Orazio 2011,Wine,Red Wine,"Italy, Basilicata",750,19.95,7,5250,13965,"139,65 $"
378117,Patisserie Du Vin Chardonnay-Muscat,Wine,White Wine,"France, Region Not Specified",750,8.94,7,5250,6258,"62,58 $"
377663,Quinta de Pancas Reserva 2009,Wine,Red Wine,"Portugal, Lisboa",750,31.95,7,5250,22365,"223,65 $"
662841,Tawse Robyn's Block Chardonnay 2012,Wine,White Wine,"Canada, Ontario",750,45.95,7,5250,32165,"321,65 $"
224303,Cave Spring La Penna 2009,Wine,Red Wine,"Canada, Ontario",750,29.75,7,5250,20825,"208,25 $"
13474,Quinta Dos Carvalhais Vinho Tinto 2010,Wine,Red Wine,"Portugal, Dão",750,16.95,7,5250,11865,"118,65 $"
292607,Bodegas Volcanes de Chile Summit Reserva Cabernet Sauvignon Merlot,Wine,Red Wine,"Chile, Region Not Specified",750,6.45,7,5250,4515,"45,15 $"
276576,Poggiotondo Brunello Di Montalcino 2009,Wine,Red Wine,"Italy, Tuscany",750,36.95,7,5250,25865,"258,65 $"
290106,Domaine Capmartin Vieilles Vignes Madiran 2010,Wine,Red Wine,"France, Southwest",750,14.75,7,5250,10325,"103,25 $"
276584,Marziano Abbona Pressenda Barolo 2008,Wine,Red Wine,"Italy, Piedmont",750,52.95,7,5250,37065,"370,65 $"
711440,Dal Forno Romano Amarone Della Valpolicella 2006,Wine,Red Wine,"Italy, Veneto",750,489.0,7,5250,342300,"3 423,00 $"
683409,L'Aventure Optimus 2011,Wine,Red Wine,"USA, California",750,63.95,7,5250,44765,"447,65 $"
356923,Moillard Tradition Bourgogne Chardonnay 2012,Wine,White Wine,"France, Burgundy",750,18.95,7,5250,13265,"132,65 $"
400168,Sea Smoke Southing Pinot Noir 2012,Wine,Red Wine,"USA, California",750,91.0,7,5250,63700,"637,00 $"
917252,De Bortoli Noble One Botrytis Semillon 2011,Wine,Dessert Wine,"Australia, New South Wales",375,31.95,14,5250,44730,"447,30 $"
579276,Cavallotto Bricco Boschis Barolo 2009,Wine,Red Wine,"Italy, Piedmont",750,88.0,7,5250,61600,"616,00 $"
143214,Montes Alpha Pinot Noir 2012,Wine,Red Wine,"Chile, Casablanca Valley",750,19.95,7,5250,13965,"139,65 $"
382762,Martina Brunello Di Montalcino 2008,Wine,Red Wine,"Italy, Tuscany",750,37.95,7,5250,26565,"265,65 $"
332171,Miguel Torres Milmanda 2011,Wine,White Wine,"Spain, Penedès",750,44.95,7,5250,31465,"314,65 $"
347997,Mazzetti D'Altavilla 12-Year-Old Brandy,Spirits,Gift and Sampler Packs,"Italy, Piedmont",350,69.95,15,5250,104925,"1 049,25 $"
359125,Coyote's Run Sparkling Pinot Noir Rosé 2009,Wine,Sparkling Wine,"Canada, Ontario",750,22.75,7,5250,15925,"159,25 $"
218438,Dalton Safsufa Vineyards Sauvignon Blanc / Viognier Kp M 2011,Wine,White Wine,"Israel, Galilee",750,18.7,7,5250,13090,"130,90 $"
652883,Belle Glos Clark & Telephone Vineyard Pinot Noir 2013,Wine,Red Wine,"USA, California",750,44.95,7,5250,31465,"314,65 $"
616243,Konrad Sauvignon Blanc 2013,Wine,White Wine,"New Zealand, Marlborough",750,19.95,7,5250,13965,"139,65 $"
360784,Domaine D'Ardhuy Corton Renardes Grand Cru 2010,Wine,Red Wine,"France, Burgundy",750,105.0,7,5250,73500,"735,00 $"
358614,Domaine Mucyn Saint-Joseph 2010,Wine,Red Wine,"France, Rhône",750,22.75,7,5250,15925,"159,25 $"
324400,Chanson Père & Fils Corton-Charlemagne Grand Cru 2010,Wine,White Wine,"France, Burgundy",750,145.0,7,5250,101500,"1 015,00 $"
332874,Gancedo Mencía 2007,Wine,Red Wine,"Spain, Bierzo",750,17.75,7,5250,12425,"124,25 $"
263749,Château Mouton Rothschild 2010,Wine,Red Wine,"France, Bordeaux",750,1549.85,7,5250,1084895,"10 848,95 $"
204412,Château L'Église-Clinet 2009,Wine,Red Wine,"France, Bordeaux",750,684.85,7,5250,479395,"4 793,95 $"
186262,Château D'Yquem 2008,Wine,White Wine,"France, Bordeaux",375,219.0,14,5250,306600,"3 066,00 $"
387605,Soffocone Di Vincigliata 2011,Wine,Red Wine,"Italy, Tuscany",750,34.95,7,5250,24465,"244,65 $"
337543,Guardian Peak Frontier Cabernet Sauvignon / Shiraz / Merlot 2011,Wine,Red Wine,"South Africa, Western Cape",750,11.75,7,5250,8225,"82,25 $"
298075,Leonetti Cellar Reserve 2009,Wine,Red Wine,"USA, Washington",750,189.0,7,5250,132300,"1 323,00 $"
964221,Le Volte Dell'Ornellaia 2012,Wine,Red Wine,"Italy, Tuscany",750,29.95,7,5250,20965,"209,65 $"
172460,Domaine Bouchard Père & Fils Corton-Charlemagne Grand Cru 2011,Wine,White Wine,"France, Burgundy",750,189.0,7,5250,132300,"1 323,00 $"
138800,Château La Bourrée 2009,Wine,Red Wine,"France, Bordeaux",750,19.95,7,5250,13965,"139,65 $"
371179,Storm Blended Malt Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,68.95,7,5250,48265,"482,65 $"
380212,San Marzano Falò Negroamaro 2012,Wine,Red Wine,"Italy, Puglia",750,14.95,7,5250,10465,"104,65 $"
381889,Vineland Estates Reserve Chardonnay 2012,Wine,White Wine,"Canada, Ontario",750,34.95,7,5250,24465,"244,65 $"
566034,Château Branon 2006,Wine,Red Wine,"France, Bordeaux",750,95.0,7,5250,66500,"665,00 $"
364281,Tawse Cherry Avenue Pinot Noir 2010,Wine,Red Wine,"Canada, Ontario",750,59.95,7,5250,41965,"419,65 $"
234534,Elk Cove Pinot Noir 2012,Wine,Red Wine,"USA, Oregon",750,37.95,7,5250,26565,"265,65 $"
354621,Rijckaert Les Vercherres Vieilles Vignes Viré-Clessé 2010,Wine,White Wine,"France, Burgundy",750,22.75,7,5250,15925,"159,25 $"
375501,Janare Guardiolo Rosso Riserva 2008,Wine,Red Wine,"Italy, Campania",750,14.25,7,5250,9975,"99,75 $"
370098,Paul Mas Nicole Vineyard Viognier 2012,Wine,White Wine,"France, Midi",750,17.95,7,5250,12565,"125,65 $"
363556,Smith-Madrone Chardonnay 2011,Wine,White Wine,"USA, California",750,39.95,7,5250,27965,"279,65 $"
260430,Palatine 1812 Chardonnay VQA,Wine,White Wine,"Canada, Ontario",750,9.65,7,5250,6755,"67,55 $"
943084,Big Boss Cashew Fenny,Spirits,,India,750,29.95,7,5250,20965,"209,65 $"
281014,Clos Marguerite Sauvignon Blanc 2013,Wine,White Wine,"New Zealand, Marlborough",750,21.95,7,5250,15365,"153,65 $"
565994,Château Tertre Rôteboeuf 2006,Wine,Red Wine,"France, Bordeaux",750,139.75,7,5250,97825,"978,25 $"
203174,Pirramimma Katunga Gts 2012,Wine,Red Wine,"Australia, South Australia",750,19.95,7,5250,13965,"139,65 $"
373845,Château D'Armailhac 2011,Wine,Red Wine,"France, Bordeaux",750,89.85,7,5250,62895,"628,95 $"
344622,Sue-Ann Staff Sparkling & Sassy Sparkling Riesling 2011,Wine,Sparkling Wine,"Canada, Ontario",750,22.75,7,5250,15925,"159,25 $"
327593,Adelaida Cellars Viking Estate Vineyard Reserve Cabernet Sauvignon 2007,Wine,Red Wine,"USA, California",750,49.75,7,5250,34825,"348,25 $"
339671,Sivas-Sonoma Chardonnay 2011,Wine,White Wine,"USA, California",750,14.75,7,5250,10325,"103,25 $"
675629,Clos Henri Sauvignon Blanc 2012,Wine,White Wine,"New Zealand, Marlborough",750,28.95,7,5250,20265,"202,65 $"
700914,Pinson Frères Mont de Milieu Chablis 1Er Cru 2012,Wine,White Wine,"France, Burgundy",750,49.0,7,5250,34300,"343,00 $"
99747,Château Haut-Bailly 2007,Wine,Red Wine,"France, Bordeaux",750,84.0,7,5250,58800,"588,00 $"
197269,Château Sociando-Mallet 2009,Wine,Red Wine,"France, Bordeaux",750,68.84,7,5250,48188,"481,88 $"
505768,Château Ducru-Beaucaillou 2005,Wine,Red Wine,"France, Bordeaux",750,315.0,7,5250,220500,"2 205,00 $"
360925,Swanson Instant Napa Cabernet Sauvignon 2010,Wine,Red Wine,"USA, California",750,49.0,7,5250,34300,"343,00 $"
384719,Barons de Rothschild Brut Champagne,Wine,Gift and Sampler Packs,"France, Champagne",750,104.95,7,5250,73465,"734,65 $"
729913,Alvaro Palacios L'Ermita 2006,Wine,Red Wine,"Spain, Region Not Specified",750,799.0,7,5250,559300,"5 593,00 $"
207456,Pujanza Norte 2006,Wine,Red Wine,"Spain, Region Not Specified",750,45.25,7,5250,31675,"316,75 $"
951889,Ironstone Old Vine Zinfandel 2013,Wine,Red Wine,"USA, California",750,17.95,7,5250,12565,"125,65 $"
276667,Liberty School Rosé 2012,Wine,Rosé Wine,"USA, California",750,12.75,7,5250,8925,"89,25 $"
307777,Tor Cabernet Sauvignon 2010,Wine,Red Wine,"USA, California",750,133.0,7,5250,93100,"931,00 $"
317354,Yarden Chardonnay Kp 2012,Wine,White Wine,"Israel, Galilee",750,24.3,7,5250,17010,"170,10 $"
194613,Château Haut-Bergey Blanc 2009,Wine,White Wine,"France, Bordeaux",750,57.85,7,5250,40495,"404,95 $"
380741,Guillaume Aurèle Viognier 2013,Wine,White Wine,"France, Midi",750,13.95,7,5250,9765,"97,65 $"
121558,Trimbach Sélection de Grains Nobles Gewürztraminer 2001,Wine,White Wine,"France, Alsace",750,135.0,7,5250,94500,"945,00 $"
223453,The Beachhouse Red,Wine,Red Wine,"South Africa, Western Cape",750,6.95,7,5250,4865,"48,65 $"
350512,Vin Parfait Red,Wine,Red Wine,"Australia, Region Not Specified",750,8.44,7,5250,5908,"59,08 $"
209874,Columbia Crest H3 Horse Heaven Hills Merlot 2012,Wine,Red Wine,"USA, Washington",750,19.95,7,5250,13965,"139,65 $"
263467,Château Cheval Blanc 2010,Wine,Red Wine,"France, Bordeaux",750,1998.85,7,5250,1399195,"13 991,95 $"
567131,Château La Mission Haut-Brion 2006,Wine,Red Wine,"France, Bordeaux",750,499.75,7,5250,349825,"3 498,25 $"
135830,Château La Fleur de Bouard 2008,Wine,Red Wine,"France, Bordeaux",750,32.75,7,5250,22925,"229,25 $"
343251,Domaine Chandon de Briailles Corton Les Bressandes Grand Cru 2009,Wine,Red Wine,"France, Burgundy",750,125.0,7,5250,87500,"875,00 $"
175604,Cedarcreek Estate Cabernet / Merlot 2010,Wine,Red Wine,"Canada, British Columbia",750,17.75,7,5250,12425,"124,25 $"
393413,E. Guigal La Mouline Côte-Rôtie 2010,Wine,Red Wine,"France, Rhône",750,469.0,7,5250,328300,"3 283,00 $"
390906,Pahlmeyer Merlot 2011,Wine,Red Wine,"USA, California",750,105.0,7,5250,73500,"735,00 $"
92379,Grattamacco 2009,Wine,Red Wine,"Italy, Tuscany",750,93.0,7,5250,65100,"651,00 $"
388579,Château Vieux Chevrol Lalande de Pomerol 2010,Wine,Red Wine,"France, Bordeaux",750,29.95,7,5250,20965,"209,65 $"
159780,Classic Elite Pure Russian Vodka,Spirits,Vodka,"Russia, Russian Federation",750,25.35,7,5250,17745,"177,45 $"
103317,Domaine Ballot Millot Beaune Epenottes 1Er Cru 2009,Wine,Red Wine,"France, Burgundy",750,47.25,7,5250,33075,"330,75 $"
373837,Château Branaire-Ducru 2011,Wine,Red Wine,"France, Bordeaux",750,89.85,7,5250,62895,"628,95 $"
276824,Ravine Vineyard Reserve Cabernet Franc 2008,Wine,Red Wine,"Canada, Ontario",750,42.75,7,5250,29925,"299,25 $"
606939,Wolf Blass Gold Label Cabernet Sauvignon 2012,Wine,Red Wine,"Australia, South Australia",750,24.95,7,5250,17465,"174,65 $"
268953,Negro Cascinotta Barbaresco 2010,Wine,Red Wine,"Italy, Piedmont",750,26.95,7,5250,18865,"188,65 $"
371450,Shimizu No Mai Pure Dawn,Wine,,Japan,300,14.95,17,5100,25415,"254,15 $"
385492,Krombacher Pils 5L,Beer,Gift and Sampler Packs,"Germany, Region Not Specified",5000,24.95,1,5000,2495,"24,95 $"
368357,Dominium Tokaji Aszú 6 Puttonyos 2006,Wine,Dessert Wine,"Hungary, Tokaj-Hegyalja",500,63.0,10,5000,63000,"630,00 $"
296178,Rosewood Mead Royale Honey Wine 2013,Wine,Specialty Wines,"Canada, Ontario",500,14.95,10,5000,14950,"149,50 $"
407213,Limoncino Bottega,Spirits,Liqueur/Liquor,"Italy, Region Not Specified",500,19.35,10,5000,19350,"193,50 $"
310029,Baglio Florio Reserve Marsala Vergine 1998,Wine,Fortified Wines,"Italy, Sicily",500,27.25,10,5000,27250,"272,50 $"
256883,Fonseca Vintage Port 2009,Wine,Fortified Wines,"Portugal, Douro",375,49.75,13,4875,64675,"646,75 $"
358127,Dandelion Vineyards Lionheart of the Barossa Shiraz 2012,Wine,Red Wine,"Australia, South Australia",375,11.95,13,4875,15535,"155,35 $"
72736,Lailey Riesling 2012,Wine,White Wine,"Canada, Ontario",750,17.95,6,4500,10770,"107,70 $"
300012,Brigaldara Amarone Della Valpolicella Classico 2009,Wine,Red Wine,"Italy, Veneto",750,54.95,6,4500,32970,"329,70 $"
601419,"Taylor Fladgate Century of Port Collection 10, 20, 30 & 40 Years Old",Wine,Gift and Sampler Packs,"Portugal, Douro",1500,283.95,3,4500,85185,"851,85 $"
324665,Château Cissac 2010,Wine,Red Wine,"France, Bordeaux",750,29.95,6,4500,17970,"179,70 $"
221515,Château Palmer 2009,Wine,Red Wine,"France, Bordeaux",1500,1089.84,3,4500,326952,"3 269,52 $"
260927,Numanthia 2008,Wine,Red Wine,"Spain, Toro",750,65.0,6,4500,39000,"390,00 $"
964304,Louis Jadot Nuits-Saint-Georges Les Boudots 1Er Cru 2010,Wine,Red Wine,"France, Burgundy",750,119.0,6,4500,71400,"714,00 $"
564682,Château L'Évangile 2006,Wine,Red Wine,"France, Bordeaux",750,169.75,6,4500,101850,"1 018,50 $"
163261,Heretat Montrubi Gaintus 2004,Wine,Red Wine,"Spain, Region Not Specified",750,44.75,6,4500,26850,"268,50 $"
219253,Dois Amigos Tinto Red,Wine,Red Wine,"Canada, Ontario",1500,8.75,3,4500,2625,"26,25 $"
395699,Beringer Luminus Chardonnay 2013,Wine,White Wine,"USA, California",750,40.0,6,4500,24000,"240,00 $"
650812,San Polo Brunello Di Montalcino 2007,Wine,Red Wine,"Italy, Tuscany",750,49.0,6,4500,29400,"294,00 $"
369124,Devaux Millésime Brut Champagne 2004,Wine,Champagne,"France, Champagne",750,55.75,6,4500,33450,"334,50 $"
382077,Devine Organic Cabernet Sauvignon 2012,Wine,Red Wine,"Australia, South Australia",750,18.95,6,4500,11370,"113,70 $"
208249,Château Peyros Tannat / Cabernet 2009,Wine,Red Wine,"France, Southwest",750,14.95,6,4500,8970,"89,70 $"
698902,Barkan Reserve Barrel Aged Cabernet Sauvignon Kp 2011,Wine,Red Wine,"Israel, Galilee",750,29.95,6,4500,17970,"179,70 $"
135145,Napa Cellars Cabernet Sauvignon 2012,Wine,Red Wine,"USA, California",750,26.95,6,4500,16170,"161,70 $"
737494,Château Des Jacques Clos Rochegrès Moulin-À-Vent 2011,Wine,Red Wine,"France, Beaujolais",750,43.95,6,4500,26370,"263,70 $"
411389,San Fabiano Calcinaia Cellole Gran Selezione Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,35.0,6,4500,21000,"210,00 $"
400580,Lake of Bays Nhla Gerry Cheevers Oktoberfest Dark Lager,Beer,Lager,"Canada, Ontario",750,11.95,6,4500,7170,"71,70 $"
613414,Carpineto Sillano 2004,Wine,Red Wine,"Italy, Tuscany",750,59.0,6,4500,35400,"354,00 $"
95307,Poesia 2008,Wine,Red Wine,"Argentina, Mendoza",750,86.95,6,4500,52170,"521,70 $"
273722,Dictador 12 Year Old,Spirits,Rum,"Colombia, Region Not Specified",750,59.95,6,4500,35970,"359,70 $"
565986,Château Climens 2006,Wine,White Wine,"France, Bordeaux",750,69.75,6,4500,41850,"418,50 $"
300582,Château Bellevue Mondotte 2011,Wine,Red Wine,"France, Bordeaux",750,275.85,6,4500,165510,"1 655,10 $"
195321,Château Rieussec 2009,Wine,White Wine,"France, Bordeaux",750,136.85,6,4500,82110,"821,10 $"
712463,Primus the Blend 2012,Wine,Red Wine,"Chile, Colchagua Valley",750,19.95,6,4500,11970,"119,70 $"
290346,Little Beauty Limited Edition Pinot Noir 2010,Wine,Red Wine,"New Zealand, Marlborough",750,17.75,6,4500,10650,"106,50 $"
288126,Alvinte Albarino Rias Baixas,Wine,White Wine,"Spain, Rias Baixas",750,9.94,6,4500,5964,"59,64 $"
156984,Teperberg Israeli Semi-Dry Emerald Riesling Kp M 2013,Wine,White Wine,"Israel, Galilee",750,13.95,6,4500,8370,"83,70 $"
65573,Jean-Max Roger Cuvée Les Caillottes Sancerre 2012,Wine,White Wine,"France, Loire",750,26.95,6,4500,16170,"161,70 $"
284091,Grant Burge Miamba Shiraz,Wine,Red Wine,"Australia, South Australia",750,10.25,6,4500,6150,"61,50 $"
64543,Arrowood Réserve Spéciale Chardonnay 2011,Wine,White Wine,"USA, California",750,50.0,6,4500,30000,"300,00 $"
171660,Miguel Torres Gran Viña Sol Chardonnay 2012,Wine,White Wine,"Spain, Penedès",750,15.95,6,4500,9570,"95,70 $"
102301,The Winemakers' Collection Cuvée No. 3 2007,Wine,Red Wine,"France, Bordeaux",750,24.75,6,4500,14850,"148,50 $"
296053,Château Clos Haut-Peyraguey 2011,Wine,White Wine,"France, Bordeaux",375,39.85,12,4500,47820,"478,20 $"
243311,Château Fonréaud 2010,Wine,Red Wine,"France, Bordeaux",750,30.95,6,4500,18570,"185,70 $"
327049,Estancia Benchmark Vineyard Pinot Noir 2009,Wine,Red Wine,"USA, California",750,27.75,6,4500,16650,"166,50 $"
43257,Domaine Bouchard Père & Fils Beaune Grèves Vigne de L'Enfant Jésus 1Er Cru 2011,Wine,Red Wine,"France, Burgundy",750,125.0,6,4500,75000,"750,00 $"
211904,Ventisquero Reserva Sauvignon Blanc 2013,Wine,White Wine,"Chile, Casablanca Valley",750,13.95,6,4500,8370,"83,70 $"
171587,Remo Farina Le Pezze Amarone Della Valpolicella Classico 2011,Wine,Red Wine,"Italy, Veneto",750,36.95,6,4500,22170,"221,70 $"
187930,G.M. Mumm Cordon Rouge Brut Champagne Dinner Bag,Wine,Gift and Sampler Packs,"France, Champagne",750,61.25,6,4500,36750,"367,50 $"
368670,Ferrari Iris & Figli 2011,Wine,Red Wine,"Italy, Tuscany",750,14.75,6,4500,8850,"88,50 $"
588475,Veuve Clicquot Ponsardin Vintage Brut Rosé Champagne 2004,Wine,Champagne,"France, Champagne",750,99.95,6,4500,59970,"599,70 $"
88096,Downey's Estate Winery Framboise,Wine,Specialty Wines,"Canada, Region Not Specified",500,7.75,9,4500,6975,"69,75 $"
343749,Mascarello Santo Stefano Di Perno Barolo 2009,Wine,Red Wine,"Italy, Piedmont",750,129.0,6,4500,77400,"774,00 $"
338871,Monteabellón 5 Meses en Barrica 2011,Wine,Red Wine,"Spain, Ribera del Duero",750,14.75,6,4500,8850,"88,50 $"
745406,Kunde Chardonnay 2012,Wine,White Wine,"USA, California",750,21.95,6,4500,13170,"131,70 $"
353201,Ruffino Ducale Oro Riserva Gran Selezione Chianti Classico 2009,Wine,Red Wine,"Italy, Tuscany",750,44.95,6,4500,26970,"269,70 $"
409078,Penley Estate Hyland Shiraz,Wine,Red Wine,"Australia, South Australia",750,19.95,6,4500,11970,"119,70 $"
383687,Jean-Marc Pillot Chassagne-Montrachet Morgeot Les Fairendes 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,112.0,6,4500,67200,"672,00 $"
115352,Veuve Clicquot La Grand Dame Rosé 1995,Wine,Champagne,"France, Champagne",1500,999.9,3,4500,299970,"2 999,70 $"
373647,Villa Poggio Salvi Brunello Di Montalcino,Wine,Red Wine,"Italy, Tuscany",750,49.0,6,4500,29400,"294,00 $"
391615,Andre Delorme Bourgogne Chardonnay 2010,Wine,White Wine,"France, Burgundy",750,19.95,6,4500,11970,"119,70 $"
194670,Château Vray Croix de Gay 2009,Wine,Red Wine,"France, Bordeaux",750,93.85,6,4500,56310,"563,10 $"
232322,Stlto Chardonnay,Wine,White Wine,"Italy, Abruzzo",750,10.15,6,4500,6090,"60,90 $"
255117,Château Villars 2010,Wine,Red Wine,"France, Bordeaux",750,26.85,6,4500,16110,"161,10 $"
158683,La Crema Chardonnay 2012,Wine,White Wine,"USA, California",750,26.95,6,4500,16170,"161,70 $"
946954,Roggiano Morellino Di Scansano 2012,Wine,Red Wine,"Italy, Tuscany",750,16.95,6,4500,10170,"101,70 $"
353144,Dirty Laundry Not So Knotty Chardonnay 2012,Wine,White Wine,"Canada, British Columbia",750,22.75,6,4500,13650,"136,50 $"
123190,Petra Quercegobbe Merlot 2008,Wine,Red Wine,"Italy, Tuscany",750,37.75,6,4500,22650,"226,50 $"
591396,Lailey Merlot,Wine,Red Wine,"Canada, Ontario",750,24.95,6,4500,14970,"149,70 $"
194704,Domaine La Fourmone Trésor Du Poète Vacqueyras 2010,Wine,Red Wine,"France, Rhône",750,17.75,6,4500,10650,"106,50 $"
252676,Château Lynch-Bages 2003,Wine,Red Wine,"France, Bordeaux",1500,575.0,3,4500,172500,"1 725,00 $"
123489,Château Hauchat 2011,Wine,Red Wine,"France, Bordeaux",750,15.95,6,4500,9570,"95,70 $"
368555,Château Michel de Vert 2010,Wine,Red Wine,"France, Bordeaux",750,14.75,6,4500,8850,"88,50 $"
76695,Domaine Long-Depaquit Les Vaucopins Chablis 1Er Cru 2012,Wine,White Wine,"France, Burgundy",750,33.0,6,4500,19800,"198,00 $"
331819,Gigal Merlot Kp,Wine,Red Wine,"Israel, Galilee",750,21.6,6,4500,12960,"129,60 $"
315374,Château Pétrus 1999,Wine,Red Wine,"France, Bordeaux",750,3865.0,6,4500,2319000,"23 190,00 $"
918276,Gloria Ferrer Carneros Cuvée 2001,Wine,Sparkling Wine,"USA, California",750,47.25,6,4500,28350,"283,50 $"
382069,Ornellaia 2011,Wine,Red Wine,"Italy, Tuscany",4500,1140.0,1,4500,114000,"1 140,00 $"
330159,Vincent Sauvestre Volnay Les Santenots 1Er Cru 2010,Wine,Red Wine,"France, Burgundy",750,37.75,6,4500,22650,"226,50 $"
210690,09 Beausejour Duffau-Lagarosse St. Emilion,Wine,,"France, Bordeaux",1500,1175.0,3,4500,352500,"3 525,00 $"
122622,Lealtanza Artistas Españoles Gaudí Reserva 2005,Wine,Red Wine,"Spain, Rioja",750,56.25,6,4500,33750,"337,50 $"
202325,Château Margaux 2009,Wine,Red Wine,"France, Bordeaux",750,1994.85,6,4500,1196910,"11 969,10 $"
137349,Château D'Yquem 2008,Wine,White Wine,"France, Bordeaux",375,219.0,12,4500,262800,"2 628,00 $"
919829,Wither Hills Pinot Noir 2011,Wine,Red Wine,"New Zealand, Marlborough",750,29.95,6,4500,17970,"179,70 $"
252684,Château Lynch-Bages 2005,Wine,Red Wine,"France, Bordeaux",1500,625.0,3,4500,187500,"1 875,00 $"
976423,Elderton Ode to Lorraine Cabernet Sauvignon / Shiraz / Merlot 2010,Wine,Red Wine,"Australia, South Australia",750,39.95,6,4500,23970,"239,70 $"
89003,Ridgepoint Reserve Pinot Noir 2009,Wine,Red Wine,"Canada, Ontario",750,17.75,6,4500,10650,"106,50 $"
131573,Quinta Da Falorca Lagar Reserva 2009,Wine,Red Wine,"Portugal, Dão",750,36.75,6,4500,22050,"220,50 $"
362301,Taylor Fladgate Vintage Port 2011,Wine,Fortified Wines,"Portugal, Douro",375,75.0,12,4500,90000,"900,00 $"
342840,Moccagatta Basarin Barbaresco 2008,Wine,Red Wine,"Italy, Piedmont",750,70.0,6,4500,42000,"420,00 $"
148866,Closson Chase Closson Chase Vineyard Chardonnay,Wine,White Wine,"Canada, Ontario",750,22.75,6,4500,13650,"136,50 $"
400978,Paranormal Imperial Pumpkin Ale,Beer,Ale,"Canada, Ontario",750,11.45,6,4500,6870,"68,70 $"
381657,Lailey Old Vines Chardonnay 2012,Wine,White Wine,"Canada, Ontario",750,40.2,6,4500,24120,"241,20 $"
204263,Château La Mondotte 2009,Wine,Red Wine,"France, Bordeaux",750,644.85,6,4500,386910,"3 869,10 $"
271874,Limonce Natural Lemon Liqueur,Spirits,Liqueur/Liquor,"Italy, Friuli-Venezia Giulia",750,19.95,6,4500,11970,"119,70 $"
23218,Boutari Naoussa 2010,Wine,Red Wine,"Greece, Naoussa",750,13.95,6,4500,8370,"83,70 $"
294298,Conundrum Red 2012,Wine,Red Wine,"USA, California",750,24.95,6,4500,14970,"149,70 $"
368035,Cade Estate Cabernet Sauvignon 2011,Wine,Red Wine,"USA, California",750,205.0,6,4500,123000,"1 230,00 $"
15842,Clarendon Hills Astralis Syrah 2009,Wine,Red Wine,"Australia, South Australia",750,599.0,6,4500,359400,"3 594,00 $"
254292,Château Tour Maillet 2010,Wine,Red Wine,"France, Bordeaux",750,51.85,6,4500,31110,"311,10 $"
66951,Monopole Blanco 2013,Wine,White Wine,"Spain, Rioja",750,16.95,6,4500,10170,"101,70 $"
207761,Château Cheval Blanc 2009,Wine,Red Wine,"France, Bordeaux",750,1844.85,6,4500,1106910,"11 069,10 $"
415273,Tre Secoli Brachetto D'Acqui,Wine,Sparkling Wine,"Italy, Piedmont",750,17.95,6,4500,10770,"107,70 $"
367417,S&M Alghero Rosato Rose,Wine,Rosé Wine,"Italy, Sardinia",750,7.95,6,4500,4770,"47,70 $"
683649,Domaine Mommessin Clos de Tart Grand Cru 2006,Wine,Red Wine,"France, Burgundy",750,359.0,6,4500,215400,"2 154,00 $"
694737,Spinyback Sauvignon Blanc 2013,Wine,White Wine,"New Zealand, Nelson",750,19.95,6,4500,11970,"119,70 $"
100792,Château Bastor-Lamontagne 2007,Wine,White Wine,"France, Bordeaux",375,17.75,12,4500,21300,"213,00 $"
344887,Chassagne-Montrachet Vide-Bourse 1Er Cru 2010,Wine,White Wine,"France, Burgundy",750,101.95,6,4500,61170,"611,70 $"
196436,Château La Couspaude 2009,Wine,Red Wine,"France, Bordeaux",750,88.85,6,4500,53310,"533,10 $"
